vignedo,vino,agno,rating,nro_revs,pais,region,precio,tipo,cuerpo,acidez
Bodegas Naluar & Acediano,Acediano,2016,4.4,104,Espana,Ribera del Duero,42.0,Ribera Del Duero Red,5,3
Gramona,Cava Celler Batlle,2009,4.4,102,Espana,Cava,59.8,Cava,2,3
Cims de Porrera,Classic,2012,4.4,102,Espana,Priorato,50.0,Priorat Red,4,3
Murua,Veguin de Murua Gran Reserva,2012,4.4,101,Espana,Rioja,36.0,Rioja Red,4,3
Mas Doix,Doix,2015,4.4,100,Espana,Priorato,95.0,Priorat Red,4,3
Vinyes Domenech,Teixar,2015,4.4,99,Espana,Montsant,51.0,Montsant Red,4,3
Sei Solo,Tinto,2018,4.4,99,Espana,Ribera del Duero,52.9,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,1999,4.4,98,Espana,Vino de Espana,419.8,Tempranillo,4,2
Portal del Priorat,Clos del Portal Somni,2016,4.4,98,Espana,Priorato,33.0,Priorat Red,4,3
Terroir Al Limit Soc. Lda,Les Manyes,2015,4.4,98,Espana,Priorato,189.0,Priorat Red,4,3
Castillo Perelada,Emporda Aires de Garbet,2017,4.4,98,Espana,Emporda,39.2,Red,4,3
Pago de Vallegarcia,Montes de Toledo Syrah,2019,4.4,97,Espana,Castilla,19.5,Syrah,4,3
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014,4.4,97,Espana,Ribera del Duero,44.0,Ribera Del Duero Red,5,3
Vina Sastre,Regina Vides Ribera del Duero,2010,4.4,96,Espana,Ribera del Duero,101.1,Ribera Del Duero Red,5,3
Eulogio Pomares,Maceracion Con Pieles,2017,4.4,95,Espana,Rias Baixas,37.0,Albarino,3,3
Marques de Riscal,Baron de Chirel Rioja Reserva,2003,4.4,95,Espana,Rioja,77.0,Rioja Red,4,3
Casa Castillo,Pie Franco,2018,4.4,95,Espana,Jumilla,69.0,Monastrell,5,3
Sangenis I Vaque,Clos Monlleo,2011,4.4,94,Espana,Priorato,50.0,Priorat Red,4,3
Allende,Calvario Rioja,2010,4.4,92,Espana,Rioja,126.0,Rioja Red,4,3
Vinas del Vero,Blecua Somontano,2004,4.4,88,Espana,Somontano,69.0,Red,4,3
Merum Priorati,El Cel,2016,4.4,88,Espana,Priorato,64.0,Priorat Red,4,3
VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011,4.4,88,Espana,Rioja,57.9,Rioja Red,4,3
Artadi,El Carretil,2014,4.4,86,Espana,Vino de Espana,143.5,Tempranillo,4,2
Mas Perinet,Perinet + Plus,2004,4.4,85,Espana,Priorato,54.0,Priorat Red,4,3
Espectacle del Montsant,Tinto,2017,4.4,85,Espana,Montsant,102.0,Montsant Red,4,3
Clos Mogador,Priorat,1999,4.4,85,Espana,Priorato,95.0,Priorat Red,4,3
Artadi,Vina El Pison,2001,4.4,85,Espana,Vino de Espana,340.0,Tempranillo,4,2
Carmelo Rodero,Reserva,2018,4.4,83,Espana,Ribera del Duero,28.9,Ribera Del Duero Red,5,3
Alvaro Palacios,Finca Dofi,2019,4.4,82,Espana,Priorato,84.6,Priorat Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1959,4.4,80,Espana,Rioja,940.0,Rioja Red,4,3
Martinet,Cami Pesseroles,2008,4.4,80,Espana,Priorato,152.6,Priorat Red,4,3
Vizcarra,Ribera del Duero Torralvo,2018,4.4,80,Espana,Ribera del Duero,32.4,Ribera Del Duero Red,5,3
Chozas Carrascal,El Cabernet F - Familiar,2017,4.4,80,Espana,Utiel-Requena,34.9,Red,4,3
Bodegas Vilano,Premium,2018,4.4,79,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5,3
Pago de Vallegarcia,Hipperia Red Blend,2018,4.4,79,Espana,Castilla,24.9,Red,4,3
Alonso del Yerro,Maria Ribera del Duero,2016,4.4,78,Espana,Ribera del Duero,53.9,Ribera Del Duero Red,5,3
Emilio Moro,Vendimia Seleccionada,2019,4.4,77,Espana,Ribera del Duero,21.4,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2016,4.4,77,Espana,Vino de Espana,385.0,Tempranillo,4,2
Bodegas Monte La Reina,Castillo de Monte la Reina Cuvee Privee,2015,4.4,75,Espana,Toro,14.6,Toro Red,5,3
Alonso del Yerro,Maria Ribera del Duero,2015,4.4,75,Espana,Ribera del Duero,54.9,Ribera Del Duero Red,5,3
Ontanon,Queiron Reserva Vinedos Familiares,2011,4.4,74,Espana,Rioja,26.8,Rioja Red,4,3
Martinet,Cami Pesseroles,2011,4.4,74,Espana,Priorato,126.5,Priorat Red,4,3
Toro Albala,Don PX Gran Reserva,1990,4.4,73,Espana,Montilla-Moriles,35.9,Pedro Ximenez,5,1
Ferrer Bobet,Seleccio Especial Vinyes Velles,2017,4.4,73,Espana,Priorato,64.4,Priorat Red,4,3
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2011,4.4,73,Espana,Ribera del Duero,115.2,Ribera Del Duero Red,5,3
Muga,Prado Enea Gran Reserva,1989,4.4,72,Espana,Rioja,140.0,Rioja Red,4,3
Teso La Monja,Victorino,2019,4.4,71,Espana,Toro,33.9,Toro Red,5,3
Bodega Elias Mora,Toro 2V Premium,2005,4.4,70,Espana,Toro,44.0,Toro Red,5,3
Joan Simo,Les Eres Vinyes Velles,2015,4.4,70,Espana,Priorato,32.5,Priorat Red,4,3
Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012,4.4,70,Espana,Rioja,36.8,Rioja White,3,3
Can Axartell,The Artist,2016,4.4,69,Espana,Mallorca,26.8,Red,4,3
Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017,4.4,69,Espana,Rias Baixas,60.0,Albarino,3,3
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007,4.4,69,Espana,Priorato,241.4,Priorat Red,4,3
Abadia Retuerta,Seleccion Especial,2018,4.4,68,Espana,Sardon de Duero,27.6,Red,4,3
Abel Mendoza Monge,5V Blanco,2019,4.4,68,Espana,Rioja,38.0,Rioja White,3,3
Mas Llunes,Finca Butaros Vinya Centenaria,2015,4.4,67,Espana,Emporda,32.2,Red,4,3
Familia Torres,Grans Muralles,2016,4.4,67,Espana,Conca de Barbera,123.8,Red,4,3
Artadi,El Carretil,2016,4.4,66,Espana,Vino de Espana,155.0,Tempranillo,4,2
Marques de Vargas,Seleccion Privada,2011,4.4,65,Espana,Rioja,68.0,Rioja Red,4,3
Protos,Seleccion Finca el Grajo Viejo,2017,4.4,65,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5,3
Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008,4.4,66,Espana,Toro,112.0,Tempranillo,4,2
Roig Parals,Cami de Cormes,2018,4.4,65,Espana,Emporda,14.2,Red,4,3
Oxer Wines,Kalamity Rioja,2017,4.4,65,Espana,Rioja,106.0,Rioja Red,4,3
Perinet,1194,2016,4.4,64,Espana,Priorato,105.8,Red,4,3
Cepa 21,Malabrigo Ribera del Duero,2018,4.4,65,Espana,Ribera del Duero,31.5,Ribera Del Duero Red,5,3
Avgvstvs,Reserva Trajanvs,2016,4.4,64,Espana,Penedes,21.5,Red,4,3
Alvaro Palacios,Finca Dofi,1999,4.4,64,Espana,Priorato,75.0,Priorat Red,4,3
Remelluri,Granja Gran Reserva Rioja,2013,4.4,63,Espana,Rioja,53.9,Rioja Red,4,3
Castillo Perelada,Emporda Gran Claustro,2015,4.4,63,Espana,Emporda,30.9,Red,4,3
Anima Negra,Son Negre,2010,4.4,63,Espana,Mallorca,236.0,Red,4,3
Vinicola Real,200 Monges Rioja Reserva,2012,4.4,62,Espana,Rioja,38.5,Rioja Red,4,3
Ramon Bilbao,Lalomba Finca Valhonta,2017,4.4,61,Espana,Rioja,56.8,Rioja Red,4,3
Clos Mogador,Manyetes,2017,4.4,61,Espana,Priorato,59.9,Priorat Red,4,3
Vina Pedrosa,Gran Reserva,2014,4.4,60,Espana,Ribera del Duero,122.7,Ribera Del Duero Red,5,3
Recaredo,Serral del Vell Brut Nature,2016,4.4,60,Espana,Cava,34.6,Cava,2,3
Abadia Retuerta,Pago Valdebellon,2016,4.4,60,Espana,Sardon de Duero,65.9,Cabernet Sauvignon,4,3
Gramona,Cava Celler Batlle,2011,4.4,59,Espana,Cava,59.8,Cava,2,3
Vina Sastre,Pesus Ribera del Duero,2003,4.4,59,Espana,Ribera del Duero,509.2,Ribera Del Duero Red,5,3
Terroir Al Limit Soc. Lda,Les Tosses,2013,4.4,59,Espana,Priorato,158.9,Priorat Red,4,3
Leda,Guarda de Leda Seleccion Tempranillo,2015,4.4,59,Espana,Castilla y Leon,37.7,Tempranillo,4,2
Enric Soler,Nun Vinya dels Taus,2018,4.4,59,Espana,Penedes,62.7,,0,0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,4.4,58,Espana,Priorato,60.7,Priorat Red,4,3
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,4.4,58,Espana,Priorato,49.6,Priorat Red,4,3
Llopart,Cava Ex-Vite Gran Reserva Brut,2010,4.4,57,Espana,Cava,43.5,Cava,2,3
Vega Sicilia,Valbuena 5o,1982,4.4,56,Espana,Ribera del Duero,225.0,Ribera Del Duero Red,5,3
Portia,Summa Edicion Limitada,2015,4.4,56,Espana,Ribera del Duero,90.0,Ribera Del Duero Red,5,3
Bodegas Mas Alta,Cirerets,2019,4.4,56,Espana,Priorato,37.9,Priorat Red,4,3
Los Aguilares,Pago El Espino,2019,4.4,56,Espana,Sierras de Malaga,18.9,Red,4,3
La Vicalanda,Gran Reserva,2015,4.4,55,Espana,Rioja,53.8,Rioja Red,4,3
Ostatu,Gloria Rioja,2011,4.4,55,Espana,Rioja Alavesa,44.9,Rioja Red,4,3
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,4.4,55,Espana,Rioja,32.9,Grenache,5,3
Vina Pomal,Alto de la Caseta,2015,4.4,54,Espana,Rioja,82.5,Rioja Red,4,3
Recaredo,Serral del Vell Brut Nature,2015,4.4,54,Espana,Cava,33.8,Cava,2,3
Tridente,Rejon Tempranillo,2017,4.4,54,Espana,Castilla y Leon,34.9,Tempranillo,4,2
Vall Llach,Mas de la Rosa,2016,4.4,53,Espana,Priorato,367.4,Priorat Red,4,3
Baigorri,Rioja B70,2014,4.4,52,Espana,Rioja,104.5,Rioja Red,4,3
Matarromera,Gran Reserva,2014,4.4,52,Espana,Ribera del Duero,74.6,Ribera Del Duero Red,5,3
Vivaltus,Tinto,2016,4.4,52,Espana,Ribera del Duero,119.0,Ribera Del Duero Red,5,3
Comenge,Don Miguel,2016,4.4,51,Espana,Ribera del Duero,31.9,Ribera Del Duero Red,5,3
Collbaix Celler El Moli,Singular Negre,2015,4.4,51,Espana,Pla de Bages,27.4,Cabernet Sauvignon,4,3
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,4.4,51,Espana,Priorato,33.0,Priorat Red,4,3
Martinez Lacuesta,Rioja Reserva Especial,1922,4.4,51,Espana,Rioja Alta,280.0,Rioja Red,4,3
Pujanza,Rioja Cisma,2014,4.4,50,Espana,Rioja,140.0,Rioja Red,4,3
Jesus Madrazo,Seleccion Rioja,2018,4.4,50,Espana,Rioja,32.0,Rioja Red,4,3
Llopart,Cava Original Brut (Espumos),2010,4.4,49,Espana,Cava,53.0,Cava,2,3
Albet i Noya,Marti Reserva Penedes,2015,4.4,49,Espana,Penedes,35.2,Red,4,3
La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015,4.4,49,Espana,Rioja,23.0,Rioja Red,4,3
Olivier Riviere,Pozo Alto,2016,4.4,48,Espana,Rioja,120.0,Rioja Red,4,3
Bodegas Amaren,El Cristo de Samaniego,2017,4.4,47,Espana,Rioja Alavesa,42.9,Rioja Red,4,3
Bodegas Tierra,El Belisario,2016,4.4,47,Espana,Rioja,39.9,Tempranillo,4,2
Torre de Ona,Baron de Ona Rioja Reserva,1995,4.4,46,Espana,Rioja,50.0,Rioja Red,4,3
Clos Erasmus,Priorat,2017,4.4,45,Espana,Priorato,209.3,Priorat Red,4,3
Toro Albala,Don PX Seleccion,1968,4.4,45,Espana,Montilla-Moriles,165.0,Pedro Ximenez,5,1
Monte Real,Gran Reserva,1978,4.4,45,Espana,Rioja,97.0,Rioja Red,4,3
Bodega Contador (Benjamin Romeo),Pirata,2014,4.4,44,Espana,Rioja,194.0,Rioja White,3,3
Vinas del Vero,Blecua Somontano,2014,4.4,43,Espana,Somontano,75.0,Red,4,3
Territorio Luthier,Hispania,2018,4.4,43,Espana,Ribera del Duero,28.9,Ribera Del Duero Red,5,3
Martin Codax,Arousa,2019,4.4,44,Espana,Vino de Espana,19.0,Albarino,3,3
Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018,4.4,43,Espana,Rioja Alta,20.0,Rioja Red,4,3
Artadi,Grandes Anadas Rioja,1994,4.4,43,Espana,Rioja,180.0,Rioja Red,4,3
Martinet,Cami Pesseroles,2017,4.4,42,Espana,Priorato,75.5,Priorat Red,4,3
Freixenet,Cava Cuvee De Prestige Trepat,2019,4.4,43,Espana,Cava,7.9,Cava,2,3
Gramona,Savinat Sauvignon Blanc,2019,4.4,41,Espana,Penedes,17.9,Sauvignon Blanc,3,3
Veronica Salgado,Capricho Crianza,2017,4.4,41,Espana,Ribera del Duero,15.4,Ribera Del Duero Red,5,3
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41,Espana,Rioja Alta,33.6,Rioja Red,4,3
Clos Galena,Galena,2017,4.4,41,Espana,Priorato,19.8,Priorat Red,4,3
Imperial,Rioja Reserva,1982,4.4,41,Espana,Rioja,145.0,Rioja Red,4,3
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,40,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5,3
Marta Mate,Primordium,2012,4.4,40,Espana,Ribera del Duero,29.9,Ribera Del Duero Red,5,3
Albet i Noya,Marti Reserva Penedes,2016,4.4,39,Espana,Penedes,33.8,Red,4,3
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,39,Espana,Ribera del Duero,39.9,Ribera Del Duero Red,5,3
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,39,Espana,Ribera del Duero,119.4,Ribera Del Duero Red,5,3
Figuero,Noble,2015,4.4,38,Espana,Ribera del Duero,60.0,Ribera Del Duero Red,5,3
Baigorri,De Garage Rioja,2005,4.4,37,Espana,Rioja,40.0,Rioja Red,4,3
Pago Calzadilla,Gran Calzadilla,2010,4.4,37,Espana,Pago Calzadilla,34.8,Red,4,3
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,37,Espana,Rioja,24.0,Rioja Red,4,3
Allende,Aurus,1998,4.4,37,Espana,Rioja,245.2,Rioja Red,4,3
Toro Albala,Don PX Pedro Ximenez,1973,4.4,37,Espana,Montilla-Moriles,109.8,Pedro Ximenez,5,1
Museum,Numerus Clausus,2012,4.4,37,Espana,Cigales,59.9,Tempranillo,4,2
Pujanza,Rioja Cisma,2012,4.4,37,Espana,Rioja,130.5,Rioja Red,4,3
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,36,Espana,Rioja,61.5,Rioja White,3,3
Toro Albala,Don PX Gran Reserva,1994,4.4,36,Espana,Montilla-Moriles,33.2,Pedro Ximenez,5,1
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,36,Espana,Emporda,38.5,Red,4,3
Marques de Riscal,Rioja Gran Reserva,1996,4.4,36,Espana,Rioja,38.1,Rioja Red,4,3
Farina,Campus Gothorum,2017,4.4,35,Espana,Toro,41.0,Toro Red,5,3
Tinto Pesquera,Gran Reserva,2015,4.4,35,Espana,Ribera del Duero,74.5,Ribera Del Duero Red,5,3
Galindo San Millan,La Pizca,2016,4.4,35,Espana,Toro,26.0,Red,4,3
Legaris,Moradillo de Roa,2017,4.4,35,Espana,Ribera del Duero,29.9,Ribera Del Duero Red,5,3
Bodegas Casa Primicia,Cofradia,2014,4.4,34,Espana,Rioja,38.0,Rioja Red,4,3
Pujanza,Rioja Cisma,2009,4.4,34,Espana,Rioja,132.4,Rioja Red,4,3
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,34,Espana,Priorato,69.0,Priorat Red,4,3
Barco del Corneta,La Silleria,2017,4.4,34,Espana,Castilla y Leon,24.5,,0,0
Joan d'Anguera,Planella,2020,4.4,34,Espana,Montsant,16.2,Montsant Red,4,3
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,34,Espana,Rias Baixas,40.0,Albarino,3,3
Tinto Pesquera,Gran Reserva,1994,4.4,34,Espana,Ribera del Duero,138.0,Ribera Del Duero Red,5,3
Xaloc,Monada,2013,4.4,33,Espana,Mallorca,35.4,Red,4,3
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,33,Espana,Valencia,21.0,Red,4,3
Scala Dei,Heretge Priorat,2018,4.4,33,Espana,Priorato,40.0,Priorat Red,4,3
Terra Remota,Usted,2009,4.4,33,Espana,Emporda,159.8,Red,4,3
Allende,Martires Rioja,2017,4.4,33,Espana,Rioja,139.6,Rioja White,3,3
Bodegas Frontaura,Verdejo,2017,4.4,32,Espana,Toro,20.0,Verdejo,3,3
Carlos Moro,Vina Garugele,2015,4.4,32,Espana,Rioja,75.8,Rioja Red,4,3
Ladairo,Barrica,2018,4.4,32,Espana,Monterrei,21.0,Red,4,3
Conreria d'Scala Dei,Voltons,2017,4.4,32,Espana,Priorato,52.0,Priorat Red,4,3
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31,Espana,Ribera del Duero,35.5,Ribera Del Duero Red,5,3
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,31,Espana,Rioja,28.0,Rioja Red,4,3
Alvaro Palacios,La Baixada,2018,4.4,31,Espana,Priorato,239.5,Priorat Red,4,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31,Espana,Rioja,60.6,Rioja Red,4,3
Lopez Cristobal,Seleccion,2012,4.4,31,Espana,Ribera del Duero,35.4,Ribera Del Duero Red,5,3
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,30,Espana,Cava,89.9,Cava,2,3
Clos Mogador,Manyetes,2018,4.4,30,Espana,Priorato,74.6,Priorat Red,4,3
Sota els Angels,Tinto,2007,4.4,30,Espana,Emporda,33.4,Red,4,3
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,29,Espana,Rioja,29.2,Rioja Red,4,3
Toro Albala,Don PX Convento Seleccion,1968,4.4,28,Espana,Montilla-Moriles,173.0,Pedro Ximenez,5,1
Mas Blanch I Jove,Sao Expressiu,2012,4.4,28,Espana,Costers del Segre,34.5,Red,4,3
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,28,Espana,Rioja,21.9,Rioja Red,4,3
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,28,Espana,Rioja,27.9,Rioja Red,4,3
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28,Espana,Carinena,54.9,Red,4,3
David Moreno,Vobiscum,2015,4.4,28,Espana,Rioja,32.0,Rioja Red,4,3
Vina Pedrosa,La Navilla,2017,4.4,27,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5,3
Edra,Merlot - Syrah,2016,4.4,27,Espana,Ribera del Gallego-Cinco Villas,11.5,Red,4,3
Bodega Numanthia,Termanthia,2000,4.4,27,Espana,Toro,140.0,Toro Red,5,3
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27,Espana,Rioja,95.0,Rioja Red,4,3
Valdelosfrailes,Pago de Las Costanas,2005,4.4,27,Espana,Castilla y Leon,40.2,Tempranillo,4,2
Remirez de Ganuza,Rioja Blanco,2019,4.4,27,Espana,Rioja,26.4,Rioja White,3,3
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,27,Espana,Cava,30.0,Cava,2,3
Barahonda,Zona Zepa Monastrell,2015,4.4,26,Espana,Yecla,59.9,Monastrell,5,3
Abadia Retuerta,Petit Verdot,2016,4.4,26,Espana,Sardon de Duero,115.9,Red,4,3
Tobia,Alma Tobia Blanco,2016,4.4,26,Espana,Rioja,33.0,Rioja White,3,3
Vina Pomal,Reserva,1970,4.4,25,Espana,Rioja,72.0,Rioja Red,4,3
Particular,Garnacha Vinas Centenarias,2015,4.4,25,Espana,Carinena,14.0,Grenache,5,3
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,25,Espana,Aragon,196.0,Grenache,5,3
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,10273,Espana,Rioja,24.4,Rioja Red,4,3
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,9092,Espana,Rioja,20.0,Rioja Red,4,3
Abadia Retuerta,Seleccion Especial,2016,4.3,7293,Espana,Sardon de Duero,17.5,Red,4,3
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521,Espana,Rioja,37.9,Rioja Red,4,3
Pintia,Toro,2010,4.3,6345,Espana,Toro,79.8,Toro Red,5,3
Abadia Retuerta,Seleccion Especial,2015,4.3,5152,Espana,Sardon de Duero,25.0,Red,4,3
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,4994,Espana,Rioja,29.9,Rioja Red,4,3
Dominio de Pingus,PSI,2018,4.3,4767,Espana,Ribera del Duero,29.1,Ribera Del Duero Red,5,3
Dominio de Pingus,PSI,2017,4.3,4457,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5,3
Muga,Seleccion Especial (Reserva),2015,4.3,4266,Espana,Rioja,28.0,Rioja Red,4,3
Emilio Moro,Malleolus,2016,4.3,3997,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,0,0
Matarromera,Ribera del Duero Reserva,2014,4.3,3660,Espana,Ribera del Duero,33.6,Ribera Del Duero Red,0,0
Arzuaga,Ribera del Duero Crianza,2018,4.3,3524,Espana,Ribera del Duero,19.0,Ribera Del Duero Red,0,0
Emilio Moro,Malleolus,2017,4.3,2936,Espana,Ribera del Duero,38.0,Ribera Del Duero Red,0,0
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,2911,Espana,Penedes,63.3,Cabernet Sauvignon,0,0
Pago de Los Capellanes,Crianza Tinto,2018,4.3,2705,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,0,0
Pintia,Toro,2007,4.3,2575,Espana,Toro,93.5,Toro Red,0,0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,2341,Espana,Rioja,36.8,Rioja Red,0,0
Pago de Los Capellanes,Reserva Tinto,2015,4.3,2295,Espana,Ribera del Duero,80.4,Ribera Del Duero Red,0,0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,2241,Espana,Rioja,50.4,Rioja Red,0,0
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,1914,Espana,Ribera del Duero,27.3,Ribera Del Duero Red,5,3
Bodegas San Roman,Tinto,2012,4.3,1824,Espana,Toro,190.0,Toro Red,5,3
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797,Espana,Penedes,55.0,Cabernet Sauvignon,4,3
Bodegas San Roman,Tinto,2016,4.3,1749,Espana,Toro,26.9,Toro Red,5,3
Bodega Numanthia,Numanthia,2015,4.3,1743,Espana,Toro,36.9,Toro Red,5,3
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,1645,Espana,Ribera del Duero,26.0,Ribera Del Duero Red,5,3
Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5,3
Imperial,Rioja Gran Reserva,2012,4.3,1615,Espana,Rioja,47.9,Rioja Red,4,3
Alto Moncayo,Garnacha,2014,4.3,1544,Espana,Campo de Borja,36.9,Grenache,5,3
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528,Espana,Rioja,75.0,Rioja Red,4,3
La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,1525,Espana,Rioja,24.9,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva,2006,4.3,1493,Espana,Rioja,58.0,Rioja Red,4,3
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471,Espana,Rioja,32.6,Rioja Red,4,3
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,1465,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,5,3
Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367,Espana,Rioja,37.9,Rioja Red,4,3
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362,Espana,Ribera del Duero,47.0,Ribera Del Duero Red,5,3
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330,Espana,Rioja,39.2,Rioja Red,4,3
Luis Canas,Reserva Seleccion de la Familia,2016,4.3,1282,Espana,Rioja,18.5,Rioja Red,4,3
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230,Espana,Rioja,35.0,Rioja Red,4,3
Tinto Pesquera,Reserva,2016,4.3,1230,Espana,Ribera del Duero,26.8,Ribera Del Duero Red,5,3
Ossian,Vinas Viejas Verdejo,2016,4.3,1181,Espana,Castilla y Leon,49.0,Verdejo,3,3
Teso La Monja,Victorino,2014,4.3,1178,Espana,Toro,38.0,Toro Red,5,3
Garmon,Ribera del Duero,2016,4.3,1119,Espana,Ribera del Duero,33.6,Ribera Del Duero Red,5,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Espana,Rioja,95.0,Rioja Red,4,3
Marques de Caceres,Gaudium,2012,4.3,1116,Espana,Rioja,36.9,Rioja Red,4,3
Volver,Triga,2014,4.3,1114,Espana,Alicante,30.7,Red,4,3
Vinedos de Paganos,El Puntido,2014,4.3,1067,Espana,Rioja,86.2,Rioja Red,4,3
Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022,Espana,Rioja,17.1,Rioja Red,4,3
Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011,Espana,Ribera del Duero,19.4,Ribera Del Duero Red,5,3
Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Espana,Rioja,39.9,Rioja Red,4,3
Tresmano - Tr3smano,Vendimia,2016,4.3,930,Espana,Ribera del Duero,28.6,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2015,4.3,929,Espana,Rioja,33.8,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Espana,Rioja,68.0,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Espana,Rioja,61.0,Rioja Red,4,3
Marques de Vargas,Gran Reserva Rioja,2011,4.3,901,Espana,Rioja,35.0,Rioja Red,4,3
Muga,Torre Muga,2011,4.3,900,Espana,Rioja,70.0,Rioja Red,4,3
Ossian,Vinas Viejas Verdejo,2018,4.3,885,Espana,Castilla y Leon,28.2,Verdejo,3,3
Teso La Monja,Victorino,2013,4.3,878,Espana,Toro,34.2,Toro Red,5,3
Imperial,Rioja Gran Reserva,2014,4.3,835,Espana,Rioja,49.8,Rioja Red,4,3
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Espana,Priorato,34.0,Priorat Red,4,3
La Vicalanda,Reserva,2014,4.3,818,Espana,Rioja,21.5,Rioja Red,4,3
Alvaro Palacios,Finca Dofi,2012,4.3,814,Espana,Priorato,80.0,Priorat Red,4,3
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Espana,Rioja,36.0,Rioja Red,4,3
Imperial,Rioja Reserva,2017,4.3,799,Espana,Rioja,25.4,Rioja Red,4,3
